Albigny-sur-Saône;3013
Bron;42850
Cailloux-sur-Fontaines;2951
Caluire-et-Cuire;43479
Champagne-au-Mont-d'Or;6124
Charbonnières-les-Bains;5272
Charly;4670
Collonges-au-Mont-d'Or;4604
Couzon-au-Mont-d'Or;2541
Craponne;12170
Curis-au-Mont-d'Or;1186
Dardilly;8980
Écully;18019
Fleurieu-sur-Saône;1549
Fontaines-Saint-Martin;3070
Fontaines-sur-Saône;7005
Francheville;15664
Givors;20943
Grigny;9941
Irigny;8909
Limonest;3933
Lissieu;3193
Lyon;520774
Marcy-l'Étoile;3711
La Mulatière;6554
Neuville-sur-Saône;7807
Oullins-Pierre-Bénite;37928
Poleymieux-au-Mont-d'Or;1394
Quincieux;3620
Rochetaillée-sur-Saône;1546
Saint-Cyr-au-Mont-d'Or;6113
Saint-Didier-au-Mont-d'Or;7405
Saint-Fons;19549
Sainte-Foy-lès-Lyon;21893
Saint-Genis-Laval;21329
Saint-Genis-les-Ollières;5370
Saint-Germain-au-Mont-d'Or;3037
Saint-Romain-au-Mont-d'Or;1241
Tassin-la-Demi-Lune;22819
La Tour-de-Salvagny;4460
Vaulx-en-Velin;52448
Vénissieux;66701
Vernaison;5175
Villeurbanne;162207
Chassieu;11214
Corbas;11196
Décines-Charpieu;29905
Feyzin;9727
Genay;5632
Jonage;6109
Meyzieu;36437
Mions;13716
Montanay;3270
Rillieux-la-Pape;31479
Saint-Priest;49193
Sathonay-Camp;7039
Sathonay-Village;2418
Solaize;3131
