Amfreville-la-Mi-Voie;3280
Anneville-Ambourville;1161
Les Authieux-sur-le-Port-Saint-Ouen;1210
Bardouville;602
Belbeuf;2257
Berville-sur-Seine;542
Bihorel;8299
Bonsecours;6444
Bois-Guillaume;14497
Boos;3975
La Bouille;710
Canteleu;14420
Caudebec-lès-Elbeuf;10414
Cléon;4863
Darnétal;9652
Déville-lès-Rouen;10690
Duclair;4017
Elbeuf;15774
Épinay-sur-Duclair;516
Fontaine-sous-Préaux;562
Freneuse;993
Gouy;893
Grand-Couronne;9722
Le Grand-Quevilly;25954
Hautot-sur-Seine;395
Hénouville;1393
Le Houlme;4127
Houppeville;2849
Isneauville;3713
Jumièges;1743
La Londe;2367
Malaunay;6125
Maromme;11005
Le Mesnil-Esnard;7998
Le Mesnil-sous-Jumièges;612
Montmain;1499
Mont-Saint-Aignan;20188
Moulineaux;943
La Neuville-Chant-d'Oisel;2376
Notre-Dame-de-Bondeville;7004
Franqueville-Saint-Pierre;6081
Oissel;12287
Orival;839
Petit-Couronne;8738
Le Petit-Quevilly;21935
Quevillon;591
Quévreville-la-Poterie;1036
Roncherolles-sur-le-Vivier;1255
Rouen;116331
Sahurs;1226
Saint-Aubin-Celloville;1182
Saint-Aubin-Épinay;1016
Saint-Aubin-lès-Elbeuf;8429
Saint-Étienne-du-Rouvray;28653
Saint-Jacques-sur-Darnétal;3134
Saint-Léger-du-Bourg-Denis;3665
Sainte-Marguerite-sur-Duclair;2032
Saint-Martin-de-Boscherville;1528
Saint-Martin-du-Vivier;1678
Saint-Paër;1318
Saint-Pierre-de-Manneville;884
Saint-Pierre-de-Varengeville;2301
Saint-Pierre-lès-Elbeuf;8295
Sotteville-lès-Rouen;29039
Sotteville-sous-le-Val;746
Tourville-la-Rivière;2574
Le Trait;4742
Val-de-la-Haye;699
Yainville;1033
Ymare;1228
Yville-sur-Seine;424
